id,origin,destination,demand,paths
3836,97,42,329,10
3837,97,48,18,10
3838,97,53,10,10
3839,97,54,21,10
3840,97,58,294,10
3841,97,69,2282,10
3842,97,78,97,10
3843,97,81,555,10
3844,97,83,87,10
3845,97,87,300,10
3846,97,89,48,10
3847,97,91,1615,10
3848,97,92,234,10
3849,97,94,3079,10
3850,97,101,254,10
3851,97,107,971,10
3852,97,108,3582,10
3853,97,117,925,10
3854,97,129,677,10
3855,97,137,299,10
3856,97,142,964,10
3857,97,146,5,10
3858,97,158,506,10
3859,98,1,839,10
3860,98,3,48,10
3861,98,8,970,10
3862,98,9,48,10
3863,98,13,2637,10
3864,98,21,314,10
3865,98,22,993,10
3866,98,23,128,10
3867,98,24,5091,10
3868,98,29,1102,10
3869,98,31,62,10
3870,98,36,374,10
3871,98,37,83,10
3872,98,42,370,10
3873,98,43,63,10
3874,98,47,194,10
3875,98,48,660,10
3876,98,53,70,10
3877,98,54,575,10
3878,98,60,603,10
3879,98,62,520,10
3880,98,64,149,10
3881,98,68,35,10
3882,98,69,3859,10
3883,98,72,71,10
3884,98,76,87,10
3885,98,79,1833,10
3886,98,83,88,10
3887,98,87,4864,10
3888,98,88,101,10
3889,98,90,137,10
3890,98,91,393,10
3891,98,92,3745,10
3892,98,94,927,10
3893,98,96,121,10
3894,98,99,428,10
3895,98,102,400,10
3896,98,104,859,10
3897,98,107,216,10
3898,98,108,1157,10
3899,98,109,875,10
3900,98,114,1330,10
3901,98,116,1161,10
3902,98,117,102,10
3903,98,118,317,10
3904,98,119,55,10
3905,98,124,88,10
3906,98,132,202,10
3907,98,137,153,10
3908,98,142,79,10
3909,98,143,21,10
3910,98,145,675,10
3911,98,153,122,10
3912,98,154,997,10
3913,98,156,260,10
3914,98,158,2433,10
3915,99,8,830,10
3916,99,9,228,10
3917,99,19,195,10
3918,99,20,128,10
3919,99,22,14437,10
3920,99,30,1287,10
3921,99,33,613,10
3922,99,39,2825,10
3923,99,67,555,10
3924,99,69,1028,10
3925,99,72,190,10
3926,99,87,59,10
3927,99,91,632,10
3928,99,98,248,10
3929,99,106,411,10
3930,99,107,838,10
3931,99,119,61,10
3932,99,128,11616,10
3933,99,131,160,10
3934,99,134,428,10
3935,99,135,804,10
3936,99,142,177,10
3937,101,3,30,10
3938,101,8,320,10
3939,101,14,58,10
3940,101,16,50,10
3941,101,19,17,10
3942,101,29,22,10
3943,101,30,29,10
3944,101,32,95,10
3945,101,33,311,10
3946,101,35,1667,10
3947,101,37,51,10
3948,101,40,1646,10
3949,101,42,701,10
3950,101,44,228,10
3951,101,47,52,10
3952,101,48,108,10
3953,101,50,12,10
3954,101,52,206,10
3955,101,53,49,10
3956,101,54,31,10
3957,101,67,215,10
3958,101,69,1476,10
3959,101,70,29,10
3960,101,72,69,10
3961,101,73,81,10
3962,101,75,219,10
3963,101,84,44,10
3964,101,87,539,10
3965,101,88,213,10
3966,101,90,8,10
3967,101,91,188,10
3968,101,92,524,10
3969,101,94,556,10
3970,101,96,45,10
3971,101,97,78,10
3972,101,104,66,10
3973,101,107,320,10
3974,101,108,693,10
3975,101,115,43,10
3976,101,117,55,10
3977,101,119,56,10
3978,101,120,58,10
3979,101,129,39,10
3980,101,130,72,10
3981,101,132,42,10
3982,101,137,250,10
3983,101,139,35,10
3984,101,141,259,10
3985,101,143,67,10
3986,101,151,100,10
3987,101,153,140,10
3988,101,154,216,10
3989,101,158,724,10
3990,102,4,2344,10
3991,102,8,148,10
3992,102,14,102,10
3993,102,17,135,10
3994,102,19,158,10
3995,102,30,304,10
3996,102,36,182,10
3997,102,40,224,10
3998,102,42,308,10
3999,102,43,360,10
4000,102,46,115,10
4001,102,47,1095,10
4002,102,50,30,10
4003,102,53,1712,10
4004,102,60,511,10
4005,102,68,48,10
4006,102,76,52,10
4007,102,83,225,10
4008,102,87,644,10
4009,102,91,93,10
4010,102,92,465,10
4011,102,98,242,10
4012,102,104,361,10
4013,102,107,338,10
4014,102,108,91,10
4015,102,118,702,10
4016,102,122,249,10
4017,102,125,99,10
4018,102,137,356,10
4019,102,142,163,10
4020,102,157,296,10
4021,104,3,42,10
4022,104,4,2399,10
4023,104,8,1517,10
4024,104,9,663,10
4025,104,11,432,10
4026,104,13,457,10
4027,104,14,110,10
4028,104,19,245,10
4029,104,22,642,10
4030,104,23,27,10
4031,104,24,835,10
4032,104,29,128,10
4033,104,30,35,10
4034,104,32,107,10
4035,104,33,1556,10
4036,104,34,62,10
4037,104,35,3436,10
4038,104,36,66,10
4039,104,37,267,10
4040,104,40,2281,10
4041,104,42,1222,10
4042,104,43,103,10
4043,104,45,54,10
4044,104,46,185,10
4045,104,47,1340,10
4046,104,48,2648,10
4047,104,52,430,10
4048,104,53,137,10
4049,104,60,532,10
4050,104,64,340,10
4051,104,67,293,10
4052,104,69,3976,10
4053,104,72,28,10
4054,104,75,472,10
4055,104,78,42,10
4056,104,83,198,10
4057,104,87,1011,10
4058,104,88,278,10
4059,104,91,185,10
4060,104,92,1266,10
4061,104,94,911,10
4062,104,96,266,10
4063,104,98,1494,10
4064,104,101,58,10
4065,104,102,485,10
4066,104,107,96,10
4067,104,108,2097,10
4068,104,109,127,10
4069,104,112,83,10
4070,104,114,41,10
4071,104,115,77,10
4072,104,116,46,10
4073,104,118,499,10
4074,104,119,328,10
4075,104,122,700,10
4076,104,124,46,10
4077,104,125,543,10
4078,104,132,37,10
4079,104,137,697,10
4080,104,139,27,10
4081,104,142,258,10
4082,104,143,117,10
4083,104,146,77,10
4084,104,151,105,10
4085,104,153,618,10
4086,104,154,162,10
4087,104,157,90,10
4088,104,158,65,10
4089,105,1,212,10
4090,105,4,160,10
4091,105,6,144,10
4092,105,8,916,10
4093,105,9,2123,10
4094,105,24,103,10
4095,105,25,149,10
4096,105,30,492,10
4097,105,36,277,10
4098,105,46,100,10
4099,105,48,678,10
4100,105,52,1694,10
4101,105,54,151,10
4102,105,62,1718,10
4103,105,69,154,10
4104,105,70,68,10
4105,105,72,1431,10
4106,105,79,51,10
4107,105,81,58,10
4108,105,84,230,10
4109,105,87,794,10
4110,105,90,209,10
4111,105,91,89,10
4112,105,109,743,10
4113,105,114,403,10
4114,105,117,155,10
4115,105,119,268,10
4116,105,139,1127,10
4117,105,142,280,10
4118,105,146,103,10
4119,106,8,602,10
4120,106,9,580,10
4121,106,22,2867,10
4122,106,30,52,10
4123,106,36,259,10
4124,106,43,6,10
4125,106,61,5214,1
4126,106,69,130,10
4127,106,83,502,10
4128,106,99,397,10
4129,106,117,106,10
4130,106,119,444,10
4131,106,128,1015,10
4132,106,131,142,10
4133,106,139,57,10
4134,106,142,76,10
4135,106,143,282,10
4136,107,4,179,10
4137,107,5,2,10
4138,107,6,382,10
4139,107,8,1373,10
4140,107,9,685,10
4141,107,14,1297,10
4142,107,16,1170,10
4143,107,19,492,10
4144,107,21,27,10
4145,107,22,78,10
4146,107,23,9,10
4147,107,24,88,10
4148,107,29,100,10
4149,107,30,235,10
4150,107,31,267,10
4151,107,33,145,10
4152,107,35,2020,10
4153,107,36,1481,10
4154,107,37,7766,10
4155,107,41,92,10
4156,107,42,1889,10
4157,107,45,52,10
4158,107,46,155,10
4159,107,47,218,10
4160,107,48,342,10
4161,107,49,588,10
4162,107,52,180,10
4163,107,53,1237,10
4164,107,57,30,10
4165,107,58,491,10
4166,107,60,159,10
4167,107,64,79,10
4168,107,65,435,10
4169,107,69,2718,10
4170,107,70,79,10
4171,107,72,1278,10
4172,107,73,150,10
4173,107,75,413,10
4174,107,81,12,10
4175,107,83,345,10
4176,107,85,64,10
4177,107,87,1101,10
4178,107,90,606,10
4179,107,91,1813,10
4180,107,92,485,10
4181,107,93,463,10
4182,107,94,2534,10
4183,107,96,1963,10
4184,107,97,967,10
4185,107,98,433,10
4186,107,101,558,10
4187,107,102,124,10
4188,107,104,164,10
4189,107,108,12700,10
4190,107,109,139,10
4191,107,112,1130,10
4192,107,114,116,10
4193,107,116,381,10
4194,107,117,3218,10
4195,107,118,4,10
4196,107,129,67,10
4197,107,130,6,10
4198,107,135,146,10
4199,107,137,839,10
4200,107,139,114,10
4201,107,141,240,10
4202,107,142,649,10
4203,107,143,311,10
4204,107,146,4,10
4205,107,148,62,10
4206,107,153,980,10
4207,107,154,1076,10
4208,107,158,105,10
4209,108,3,267,10
4210,108,5,140,10
4211,108,8,1626,10
4212,108,9,2208,10
4213,108,11,55,10
4214,108,12,32,10
4215,108,14,1191,10
4216,108,16,6377,10
4217,108,17,149,10
4218,108,19,476,10
4219,108,22,938,10
4220,108,24,783,10
4221,108,25,382,10
4222,108,29,199,10
4223,108,30,1676,10
4224,108,32,688,10
4225,108,33,394,10
4226,108,34,429,10
4227,108,35,761,10
4228,108,36,393,10
4229,108,37,5986,10
4230,108,40,413,10
4231,108,42,2199,10
4232,108,43,34,10
4233,108,45,13,10
4234,108,47,1003,10
4235,108,52,79,10
4236,108,53,942,10
4237,108,54,107,10
4238,108,57,27,10
4239,108,58,486,10
4240,108,62,327,10
4241,108,64,204,10
4242,108,66,245,10
4243,108,69,18644,10
4244,108,72,206,10
4245,108,73,455,10
4246,108,75,246,10
4247,108,78,126,10
4248,108,81,477,10
4249,108,83,138,10
4250,108,84,1078,10
4251,108,85,636,10
4252,108,87,5578,10
4253,108,89,86,10
4254,108,90,1485,10
4255,108,91,1441,10
4256,108,94,3879,10
4257,108,96,1039,10
4258,108,97,2546,10
4259,108,98,2655,10
4260,108,101,931,10
4261,108,102,81,10
4262,108,104,916,10
4263,108,107,12319,10
4264,108,109,573,10
4265,108,115,108,10
4266,108,116,64,10
4267,108,117,1847,10
4268,108,118,96,10
4269,108,119,180,10
4270,108,122,70,10
4271,108,124,216,10
4272,108,125,206,10
4273,108,128,632,10
4274,108,129,328,10
4275,108,131,48,10
4276,108,132,145,10
4277,108,136,10,10
4278,108,137,1451,10
4279,108,139,670,10
4280,108,142,339,10
4281,108,143,496,10
4282,108,145,628,10
4283,108,146,134,10
4284,108,148,271,10
4285,108,151,289,10
4286,108,153,1566,10
4287,108,154,501,10
4288,108,156,626,10
4289,108,157,314,10
4290,108,158,1480,10
4291,109,1,222,10
4292,109,3,5,10
4293,109,5,423,10
4294,109,8,366,10
4295,109,9,1112,10
4296,109,14,167,10
4297,109,17,290,10
4298,109,19,285,10
4299,109,20,9,10
4300,109,22,446,10
4301,109,23,115,10
4302,109,24,1926,10
4303,109,29,53,10
4304,109,30,70,10
4305,109,36,232,10
4306,109,42,703,10
4307,109,43,14,10
4308,109,44,171,10
4309,109,46,597,10
4310,109,47,1654,10
4311,109,48,3002,10
4312,109,52,1503,10
4313,109,53,124,10
4314,109,54,167,10
4315,109,58,485,10
4316,109,60,350,10
4317,109,64,129,10
4318,109,66,93,10
4319,109,68,299,10
4320,109,69,810,10
4321,109,72,137,10
4322,109,73,51,10
4323,109,75,63,10
4324,109,78,1502,10
4325,109,79,13,10
4326,109,81,502,10
4327,109,83,199,10
4328,109,84,642,10
4329,109,87,1780,10
4330,109,90,13,10
4331,109,91,1049,10
4332,109,92,1216,10
4333,109,93,167,10
4334,109,94,364,10
4335,109,96,3231,10
4336,109,98,463,10
4337,109,104,48,10
4338,109,105,158,10
4339,109,107,186,10
4340,109,108,558,10
4341,109,114,487,10
4342,109,116,3483,10
4343,109,120,158,10
4344,109,124,45,10
4345,109,131,210,10
4346,109,132,139,10
4347,109,135,68,10
4348,109,136,53,10
4349,109,137,542,10
4350,109,139,157,10
4351,109,142,2146,10
4352,109,143,1968,10
4353,109,145,269,10
4354,109,148,116,10
4355,109,151,76,10
4356,109,154,522,10
4357,109,156,410,10
4358,109,157,63,10
4359,109,158,104,10
4360,112,9,48,10
4361,112,22,359,10
4362,112,30,832,10
4363,112,32,5439,10
4364,112,35,362,10
4365,112,36,172,10
4366,112,48,78,10
4367,112,51,2490,10
4368,112,53,5092,10
4369,112,64,106,10
4370,112,69,286,10
4371,112,72,70,10
4372,112,78,2813,10
4373,112,87,133,10
4374,112,91,3098,10
4375,112,94,770,10
4376,112,96,416,10
4377,112,104,82,10
4378,112,107,1678,10
4379,112,117,688,10
4380,112,132,259,10
4381,112,137,259,10
4382,112,141,8068,10
4383,112,142,836,10
4384,114,5,219,10
4385,114,6,304,10
4386,114,9,1203,10
4387,114,19,27,10
4388,114,21,2123,10
4389,114,24,389,10
4390,114,41,417,10
4391,114,42,531,10
4392,114,43,33,10
4393,114,47,338,10
4394,114,48,13,10
4395,114,52,2039,10
4396,114,57,986,10
4397,114,60,85,10
4398,114,62,215,10
4399,114,68,143,10
4400,114,69,1325,10
4401,114,70,121,10
4402,114,72,1204,10
4403,114,84,658,10
4404,114,87,5672,10
4405,114,90,233,10
4406,114,91,333,10
4407,114,92,2658,10
4408,114,98,1005,10
4409,114,104,104,10
4410,114,107,268,10
4411,114,109,454,10
4412,114,118,926,10
4413,114,125,243,10
4414,114,135,350,10
4415,114,139,2471,10
4416,114,143,222,10
4417,114,154,301,10
4418,114,156,219,10
4419,114,157,129,10
4420,114,158,4653,10
4421,115,3,24,10
4422,115,8,288,10
4423,115,9,635,10
4424,115,11,229,10
4425,115,13,179,10
4426,115,14,70,10
4427,115,19,329,10
4428,115,21,44,10
4429,115,22,177,10
4430,115,24,42,10
4431,115,29,465,10
4432,115,33,797,10
4433,115,35,763,10
4434,115,37,164,10
4435,115,43,8,10
4436,115,44,255,10
4437,115,46,221,10
4438,115,48,219,10
4439,115,49,536,10
4440,115,53,147,10
4441,115,54,159,10
4442,115,58,3029,10
4443,115,61,9,10
4444,115,62,180,10
4445,115,68,322,10
4446,115,69,48,10
4447,115,73,104,10
4448,115,76,720,10
4449,115,81,277,10
4450,115,87,78,10
4451,115,89,171,10
4452,115,90,126,10
4453,115,91,521,10
4454,115,101,78,10
4455,115,104,85,10
4456,115,108,117,10
4457,115,116,99,10
4458,115,120,72,10
4459,115,129,87,10
4460,115,136,91,10
4461,115,137,228,10
4462,115,142,1250,10
4463,115,143,103,10
4464,115,152,916,10
4465,115,154,798,10
4466,115,157,49,10
4467,116,3,293,10
4468,116,6,148,10
4469,116,8,444,10
4470,116,9,329,10
4471,116,12,127,10
4472,116,13,127,10
4473,116,14,118,10
4474,116,16,167,10
4475,116,17,597,10
4476,116,21,141,10
4477,116,24,1490,10
4478,116,30,64,10
4479,116,31,36,10
4480,116,35,128,10
4481,116,36,158,10
4482,116,41,127,10
4483,116,42,1032,10
4484,116,43,29,10
4485,116,44,77,10
4486,116,45,89,10
4487,116,46,751,10
4488,116,47,713,10
4489,116,48,2443,10
4490,116,50,39,10
4491,116,53,40,10
4492,116,58,171,10
4493,116,60,275,10
4494,116,66,177,10
4495,116,69,202,10
4496,116,72,45,10
4497,116,73,248,10
4498,116,83,249,10
4499,116,84,120,10
4500,116,87,1739,10
4501,116,88,501,10
4502,116,89,64,10
4503,116,91,391,10
4504,116,92,74,10
4505,116,93,223,10
4506,116,94,637,10
4507,116,96,3366,10
4508,116,98,216,10
4509,116,104,302,10
4510,116,107,473,10
4511,116,108,97,10
4512,116,109,2635,10
4513,116,115,286,10
4514,116,117,58,10
4515,116,124,94,10
4516,116,125,103,10
4517,116,127,27,10
4518,116,137,340,10
4519,116,139,323,10
4520,116,143,1465,10
4521,116,145,168,10
4522,116,146,309,10
4523,116,151,485,10
4524,116,153,220,10
4525,116,154,263,10
4526,116,156,242,10
4527,116,158,355,10
4528,117,8,1493,10
4529,117,9,738,10
4530,117,13,177,10
4531,117,14,601,10
4532,117,16,185,10
4533,117,19,319,10
4534,117,22,969,10
4535,117,29,151,10
4536,117,30,320,10
4537,117,35,2470,10
4538,117,36,36,10
4539,117,37,806,10
4540,117,39,736,10
4541,117,40,1487,10
4542,117,42,381,10
4543,117,43,16,10
4544,117,46,209,10
4545,117,47,957,10
4546,117,48,308,10
4547,117,50,84,10
4548,117,53,3621,10
4549,117,60,237,10
4550,117,66,84,10
4551,117,68,461,10
4552,117,69,314,10
4553,117,73,304,10
4554,117,76,85,10
4555,117,78,177,10
4556,117,83,224,10
4557,117,87,1226,10
4558,117,89,48,10
4559,117,90,149,10
4560,117,91,770,10
4561,117,92,224,10
4562,117,93,302,10
4563,117,94,4948,10
4564,117,96,266,10
4565,117,97,1124,10
4566,117,101,30,10
4567,117,105,836,10
4568,117,106,146,10
4569,117,107,4983,10
4570,117,108,2936,10
4571,117,112,638,10
4572,117,116,130,10
4573,117,118,246,10
4574,117,124,162,10
4575,117,129,45,10
4576,117,137,174,10
4577,117,141,1341,10
4578,117,142,1149,10
4579,117,146,268,10
4580,117,154,150,10
4581,118,1,337,10
4582,118,3,26,10
4583,118,4,161,10
4584,118,6,15,10
4585,118,8,13432,10
4586,118,9,190,10
4587,118,11,100,10
4588,118,13,1499,10
4589,118,19,913,10
4590,118,20,209,10
4591,118,21,40,10
4592,118,22,2245,10
4593,118,23,283,10
4594,118,24,21,10
4595,118,29,264,10
4596,118,30,253,10
4597,118,33,355,10
4598,118,36,88,10
4599,118,37,1731,10
4600,118,39,432,10
4601,118,40,54,10
4602,118,43,300,10
4603,118,52,14,10
4604,118,60,409,10
4605,118,62,146,10
4606,118,68,173,10
4607,118,69,2710,10
4608,118,72,248,10
4609,118,73,34,10
4610,118,79,187,10
4611,118,83,35,10
4612,118,87,196,10
4613,118,88,582,10
4614,118,90,99,10
4615,118,91,90,10
4616,118,92,1420,10
4617,118,94,238,10
4618,118,96,151,10
4619,118,98,294,10
4620,118,102,616,10
4621,118,104,207,10
4622,118,107,3,10
4623,118,108,19,10
4624,118,114,1098,10
4625,118,117,1796,10
4626,118,119,782,10
4627,118,125,154,10
4628,118,128,428,10
4629,118,131,539,10
4630,118,137,432,10
4631,118,139,16,10
4632,118,142,375,10
4633,118,143,359,10
4634,118,154,222,10
4635,118,156,396,10
4636,118,157,292,10
4637,118,158,671,10
4638,119,3,200,10
4639,119,4,126,10
4640,119,5,524,10
4641,119,6,341,10
4642,119,8,554,10
4643,119,9,16145,10
4644,119,14,46,10
4645,119,19,54,10
4646,119,20,292,10
4647,119,22,840,10
4648,119,24,88,10
4649,119,30,208,10
4650,119,31,349,10
4651,119,36,386,10
4652,119,41,292,10
4653,119,46,38,10
4654,119,47,209,10
4655,119,51,380,10
4656,119,52,1004,10
4657,119,53,1117,10
4658,119,59,11,10
4659,119,61,1315,10
4660,119,65,55,10
4661,119,68,242,10
4662,119,69,500,10
4663,119,70,243,10
4664,119,72,3493,10
4665,119,73,14,10
4666,119,79,44,10
4667,119,81,446,10
4668,119,84,1216,10
4669,119,85,143,10
4670,119,87,462,10
4671,119,91,162,10
4672,119,92,240,10
4673,119,94,479,10
4674,119,96,684,10
4675,119,98,720,10
4676,119,99,278,10
4677,119,101,327,10
4678,119,104,373,10
4679,119,105,429,10
4680,119,106,166,10
4681,119,118,2537,10
4682,119,122,114,10
4683,119,123,547,10
4684,119,127,107,10
4685,119,128,514,10
4686,119,129,616,10
4687,119,131,163,10
4688,119,136,231,10
4689,119,137,482,10
4690,119,139,454,10
4691,119,141,185,10
4692,119,142,473,10
4693,119,143,265,10
4694,119,147,4757,10
4695,119,148,1399,10
4696,119,154,185,10
4697,120,9,139,10
4698,120,12,70,10
4699,120,14,70,10
4700,120,19,99,10
4701,120,29,122,10
4702,120,35,114,10
4703,120,36,116,10
4704,120,37,114,10
4705,120,42,588,10
4706,120,46,510,10
4707,120,48,205,10
4708,120,62,57,10
4709,120,68,188,10
4710,120,69,185,10
4711,120,72,18,10
4712,120,75,122,10
4713,120,83,84,10
4714,120,91,442,10
4715,120,94,66,10
4716,120,96,345,10
4717,120,101,116,10
4718,120,115,60,10
4719,120,127,40,10
4720,120,137,23,10
4721,120,142,172,10
4722,120,143,62,10
4723,120,154,237,10
4724,122,3,396,10
4725,122,4,320,10
4726,122,8,180,10
4727,122,9,23,10
4728,122,21,117,10
4729,122,23,264,10
4730,122,24,109,10
4731,122,36,36,10
4732,122,43,156,10
4733,122,47,120,10
4734,122,60,143,10
4735,122,72,71,10
4736,122,93,64,10
4737,122,102,264,10
4738,122,104,708,10
4739,122,108,61,10
4740,122,118,102,10
4741,122,119,207,10
4742,122,123,59,10
4743,122,139,62,10
4744,122,142,146,10
4745,122,153,126,10
4746,123,3,321,10
4747,123,9,217,10
4748,123,14,63,10
4749,123,17,113,10
4750,123,19,149,10
4751,123,25,146,10
4752,123,29,235,10
4753,123,32,80,10
4754,123,36,18,10
4755,123,43,13,10
4756,123,46,87,10
4757,123,49,96,10
4758,123,50,44,10
4759,123,53,52,10
4760,123,69,99,10
4761,123,73,45,10
4762,123,83,342,10
4763,123,84,65,10
4764,123,85,17,10
4765,123,89,259,10
4766,123,91,493,10
4767,123,119,733,10
4768,123,122,203,10
4769,123,128,40,10
4770,123,129,740,10
4771,123,137,132,10
4772,123,142,652,10
4773,123,157,27,10
4774,124,8,85,10
4775,124,9,16,10
4776,124,14,303,10
4777,124,17,184,10
4778,124,24,64,10
4779,124,29,261,10
4780,124,30,29,10
4781,124,36,108,10
4782,124,37,49,10
4783,124,43,112,10
4784,124,46,451,10
4785,124,47,106,10
4786,124,48,177,10
4787,124,50,29,10
4788,124,52,158,10
4789,124,65,14,10
4790,124,69,46,10
4791,124,72,43,10
4792,124,73,1437,10
4793,124,83,77,10
4794,124,84,390,10
4795,124,87,96,10
4796,124,90,110,10
4797,124,91,1030,10
4798,124,94,253,10
4799,124,96,1487,10
4800,124,98,62,10
4801,124,104,101,10
4802,124,108,298,10
4803,124,109,22,10
4804,124,116,148,10
4805,124,117,201,10
4806,124,127,54,10
4807,124,129,166,10
4808,124,133,190,10
4809,124,137,351,10
4810,124,139,80,10
4811,124,142,501,10
4812,124,143,96,10
4813,124,146,82,10
4814,124,153,213,10
4815,124,154,239,10
4816,125,9,112,10
4817,125,11,122,10
4818,125,13,625,10
4819,125,14,167,10
4820,125,22,118,10
4821,125,24,501,10
4822,125,29,70,10
4823,125,33,1640,10
4824,125,34,616,10
4825,125,35,116,10
4826,125,37,124,10
4827,125,42,93,10
4828,125,43,9,10
4829,125,48,315,10
4830,125,52,276,10
4831,125,53,188,10
4832,125,60,755,10
4833,125,64,812,10
4834,125,69,3797,10
4835,125,73,144,10
4836,125,83,57,10
4837,125,87,906,10
4838,125,92,364,10
4839,125,94,180,10
4840,125,96,41,10
4841,125,102,96,10
4842,125,104,596,10
4843,125,108,138,10
4844,125,114,152,10
4845,125,116,103,10
4846,125,118,162,10
4847,125,137,186,10
4848,125,142,106,10
4849,125,145,584,10
4850,125,154,165,10
4851,125,158,460,10
4852,127,9,233,10
4853,127,13,49,10
4854,127,21,683,10
4855,127,29,37,10
4856,127,36,96,10
4857,127,46,170,10
4858,127,48,35,10
4859,127,50,774,10
4860,127,58,29,10
4861,127,68,492,10
4862,127,73,32,10
4863,127,83,39,10
4864,127,91,66,10
4865,127,96,87,10
4866,127,116,26,10
4867,127,119,54,10
4868,127,120,45,10
4869,127,124,70,10
4870,127,137,45,10
4871,127,142,34,10
4872,127,143,26,10
4873,127,146,15,10
4874,127,154,28,10
4875,128,4,258,10
4876,128,8,2816,10
4877,128,9,4819,10
4878,128,19,306,10
4879,128,22,18376,10
4880,128,23,16,10
4881,128,29,555,10
4882,128,36,342,10
4883,128,39,2884,10
4884,128,43,174,10
4885,128,47,84,10
4886,128,52,278,10
4887,128,53,16,10
4888,128,54,216,10
4889,128,61,1013,10
4890,128,67,178,10
4891,128,69,623,10
4892,128,70,207,10
4893,128,72,240,10
4894,128,76,98,10
4895,128,78,120,10
4896,128,79,210,10
4897,128,83,287,10
4898,128,87,635,10
4899,128,90,81,10
4900,128,91,116,10
4901,128,92,702,10
4902,128,94,128,10
4903,128,99,11113,10
4904,128,106,971,10
4905,128,108,815,10
4906,128,118,318,10
4907,128,119,303,10
4908,128,131,687,10
4909,128,134,397,10
4910,128,135,6172,10
4911,128,136,215,10
4912,128,137,14,10
4913,128,142,530,10
4914,128,153,223,10
4915,128,157,27,10
4916,128,158,237,10
4917,129,3,78,10
4918,129,5,167,10
4919,129,9,841,10
4920,129,14,90,10
4921,129,19,92,10
4922,129,22,299,10
4923,129,25,1925,10
4924,129,29,701,10
4925,129,30,70,10
4926,129,33,125,10
4927,129,36,1355,10
4928,129,42,211,10
4929,129,46,497,10
4930,129,47,1731,10
4931,129,48,189,10
4932,129,49,1069,10
4933,129,50,1143,10
4934,129,53,61,10
4935,129,54,671,10
4936,129,57,401,10
4937,129,58,1108,10
4938,129,62,1259,10
4939,129,64,254,10
4940,129,65,896,10
4941,129,66,291,10
4942,129,68,334,10
4943,129,69,285,10
4944,129,70,229,10
4945,129,73,43,10
4946,129,76,509,10
4947,129,81,722,10
4948,129,83,4632,10
4949,129,84,4674,10
4950,129,85,7,10
4951,129,87,51,10
4952,129,89,84,10
4953,129,90,285,10
4954,129,91,1956,10
4955,129,94,1423,10
4956,129,96,612,10
4957,129,97,211,10
4958,129,101,27,10
4959,129,107,166,10
4960,129,108,92,10
4961,129,115,102,10
4962,129,117,57,10
4963,129,119,254,10
4964,129,123,436,10
4965,129,124,316,10
4966,129,132,244,10
4967,129,136,3,10
4968,129,137,329,10
4969,129,142,3962,10
4970,129,145,81,10
4971,129,146,512,10
4972,129,148,31,10
4973,129,153,110,10
4974,129,154,1060,10
4975,129,156,170,10
4976,129,157,24,10
4977,130,4,363,10
4978,130,5,11,10
4979,130,8,6,10
4980,130,9,176,10
4981,130,17,8,10
4982,130,19,204,10
4983,130,23,7,10
4984,130,25,32,10
4985,130,30,31,10
4986,130,36,130,10
4987,130,37,123,10
4988,130,42,135,10
4989,130,49,32,10
4990,130,54,105,10
4991,130,57,75,10
4992,130,58,106,10
4993,130,62,11,10
4994,130,69,6,10
4995,130,73,25,10
4996,130,76,7,10
4997,130,83,282,10
4998,130,84,44,10
4999,130,85,3,10
5000,130,90,43,10
5001,130,91,212,10
5002,130,94,273,10
5003,130,101,60,10
5004,130,107,49,10
5005,130,129,16,10
5006,130,132,599,10
5007,130,135,11,10
5008,130,137,241,10
5009,130,142,482,10
5010,130,146,26,10
5011,130,154,50,10
5012,131,8,2300,10
5013,131,9,272,10
5014,131,19,265,10
5015,131,22,3130,10
5016,131,23,63,10
5017,131,34,100,10
5018,131,61,711,10
5019,131,67,178,10
5020,131,69,661,10
5021,131,92,187,10
5022,131,99,111,10
5023,131,106,171,10
5024,131,108,68,10
5025,131,109,74,10
5026,131,118,653,10
5027,131,119,64,10
5028,131,128,452,10
5029,131,133,377,10
5030,131,134,192,10
5031,131,142,77,10
5032,132,4,208,10
5033,132,8,49,10
5034,132,9,388,10
5035,132,14,59,10
5036,132,19,232,10
5037,132,20,9,10
5038,132,25,629,10
5039,132,29,32,10
5040,132,30,165,10
5041,132,35,753,10
5042,132,36,2091,10
5043,132,40,339,10
5044,132,42,304,10
5045,132,43,30,10
5046,132,48,223,10
5047,132,49,570,10
5048,132,50,167,10
5049,132,53,10,10
5050,132,54,374,10
5051,132,58,222,10
5052,132,64,85,10
5053,132,68,72,10
5054,132,69,730,10
5055,132,73,2343,10
5056,132,83,368,10
5057,132,84,381,10
5058,132,88,455,10
5059,132,89,179,10
5060,132,90,15,10
5061,132,91,292,10
5062,132,93,1287,10
5063,132,94,610,10
5064,132,98,96,10
5065,132,101,94,10
5066,132,104,86,10
5067,132,108,221,10
5068,132,109,651,10
5069,132,112,131,10
5070,132,129,231,10
5071,132,130,372,10
5072,132,137,107,10
5073,132,139,99,10
5074,132,142,43,10
5075,132,145,489,10
5076,132,146,4,10
5077,132,153,255,10
5078,132,154,128,10
5079,132,156,205,10
5080,133,8,5217,10
5081,133,9,78,10
5082,133,22,1106,10
5083,133,25,129,10
5084,133,33,153,10
5085,133,46,49,10
5086,133,47,196,10
5087,133,52,167,10
5088,133,68,142,10
5089,133,84,116,10
